게시글번호,말머리,제목,내용,글쓴이,추천수,조회수,날짜,링크
13526,[일반],67,67,오량인 (123.215) 2026.01.08 20:24:08 스크랩 조회 279 추천 1 댓글 1,1,279,2026.01.08 20:24:08,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13526&page=18
13525,[일반],10인데,ㅈㅈㄱ쌤이 고등학교 소개해줬는데 원래 착하신데 일부러 기강 잡는거겠죠?? 너무 꼰대처럼 하시는데 얼굴은 착해보이심 - dc official App,오량인 (1.245) 2026.01.08 20:11:08 스크랩 조회 440 추천 0 댓글 5,0,440,2026.01.08 20:11:08,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13525&page=18
13523,[일반],10들 독토글 미리 준비해라,"시험기간에 책 읽을 시간 없음 작년 시험 범위는 중간 기말 합쳐서 남한산성, 마당을 나온 암탉, 스키너의 심리 상자 읽기, 정의란 무엇인가 였음. 책이 바뀔수도 있지만 방학에 시간도 많은데 다 읽어봐 정의란 무엇인가는 재미도 있고 상식도 늘고 통사 내용이랑 비슷한 부분 많아서 도움 되니까 꼭 읽고 독토글은 국어과에 포함돼서 중요한 과목임. +작년에 독토글 담당 선생님이 이경규 선생님이셨는데 가장 재밌었던 수업이었다. - dc official App",El_Salvador 2026.01.08 17:14:59 스크랩 조회 564 추천 11 댓글 6,11,564,2026.01.08 17:14:59,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13523&page=18
13519,[일반],Act,Act 좋나요?,오량인 (123.215) 2026.01.07 23:27:06 스크랩 조회 426 추천 3 댓글 8,3,426,2026.01.07 23:27:06,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13519&page=18
13520,[일반],10들아 제발 동아리,이거 좋냐 저거 좋냐 물어보지마라 '아트 앤 디자인' 이 최고 문이과 융합형 고트 동아리다 여긴 담당 선생부터가 사람이 아닌 수준이다 닥치고 무조건 여기 1순위로 지원해라,오량인 (1.227) 2026.01.08 03:05:04 스크랩 조회 606 추천 12 댓글 6,12,606,2026.01.08 03:05:04,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13520&page=18
13522,[일반],지금 재학중인 존경스러운 선배님들,대신고에 배구부 있냐? - dc official App,대가리옵다 2026.01.08 15:48:43 스크랩 조회 392 추천 0 댓글 3,0,392,2026.01.08 15:48:43,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13522&page=18
13521,[일반],아트앤디자인 바이럴 좀 작작해라,뭐 사람이 아니다 괴물이다<<이지랄 하는 것도 한두번 해야 재밌지 주기적으로 올리면 뇌절이다,ㅇㅇ (116.33) 2026.01.08 13:11:34 스크랩 조회 270 추천 7 댓글 0,7,270,2026.01.08 13:11:34,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13521&page=18
13517,[일반],대신고 창피해,창 피하라고 - dc official App,Ice_vear 2026.01.07 14:33:20 스크랩 조회 673 추천 12 댓글 1,12,673,2026.01.07 14:33:20,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13517&page=18
13518,[일반],수학이 어려운 경영학과 지망 친구야,그 사이에 글을 지워버렸네 쉬는 시간에 막히는 수학문제를 가지고 와라 같이 풀어보자 하루에 한 문제면 180개고 2개면 360개야 다른 유형의 문제 360개면 어느 정도 자신감이 생길거야 지난 학기보다 보낼 학기가 더 많이 남았으니 낙담하지 말고 열심히 해서 꼭 경영학과 가자,오량인 (211.235) 2026.01.07 15:33:32 스크랩 조회 659 추천 7 댓글 15,7,659,2026.01.07 15:33:32,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13518&page=18
13514,[일반],질문,사통이고 내신 3.3(9등급제)인데 어디까지 가능? (이과임) 전형은 성대-이웃사랑 한양대-고른기회 서강대-고른기회 중앙대-저소득 시립대-기균1 홍익대-저소득 등등 생각중인데 추천할만한 대학있나요,오량인 (211.230) 2026.01.06 16:36:06 스크랩 조회 632 추천 2 댓글 10,2,632,2026.01.06 16:36:06,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13514&page=18
13515,[일반],ㅂㅅㅎ,생기부 상담하는 ㄱㅇ들아 듣기로는 해 질때까지 상담하고 얻는거 ㅈ도 없다는데 후기 좀 올려봐라ㅋㅋㅋㅋㅋ,오량인 (1.227) 2026.01.06 22:58:53 스크랩 조회 577 추천 3 댓글 3,3,577,2026.01.06 22:58:53,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13515&page=18
13512,[일반],언매 교과서 뭐씀?,ㅈㄱㄴ - dc official App,오량인 (106.101) 2026.01.06 02:42:55 스크랩 조회 322 추천 0 댓글 2,0,322,2026.01.06 02:42:55,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13512&page=18
13513,[일반],솔직히,방학인데 정시공부해야지 생기부 쓸시간 없는 사람이면 개추,오량인 (14.50) 2026.01.06 09:19:42 스크랩 조회 580 추천 1 댓글 8,1,580,2026.01.06 09:19:42,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13513&page=18
13511,[질문],10인데 머리카락,혹시 펌하면 안 되나요? 방학에 하면 되지만 돈을 못 모았어요 ㅠㅠ - dc official App,오량인 (1.245) 2026.01.05 20:17:33 스크랩 조회 522 추천 0 댓글 5,0,522,2026.01.05 20:17:33,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13511&page=18
13510,[일반],진짜진짜진짜,"진짜진짜진짜 궁금해서 묻는데, 우리 학교 내신 몇점대부터 sky 합격가능성있음? 9등급제 기준으로",오량인 (211.231) 2026.01.05 17:44:02 스크랩 조회 431 추천 1 댓글 5,1,431,2026.01.05 17:44:02,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13510&page=18
13508,[일반],파액스냐 파액굿이냐 결정ㄱ,,오량인 (211.230) 2026.01.04 23:36:56 스크랩 조회 812 추천 14 댓글 7,14,812,2026.01.04 23:36:56,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13508&page=18
13509,[일반],오량인 수능 준비,선배님들 08인데 겨울방학에 수능 준비 해야되나요 아니면 보통 6장 다 최저 없는 곳으로 쓰나요? 내신은 3.0이고 고려대 연세대 이상으로 아마 안 쓰거나 못 쓸거 같습니다,오량인 (223.39) 2026.01.05 13:49:47 스크랩 조회 474 추천 1 댓글 6,1,474,2026.01.05 13:49:47,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13509&page=18
13507,[일반],라이프니츠,진로진학 2짱 ㄱㅅㅎ쌤도 이제 07 끝나서 동아리에 힘 좀 쓰신다고 하셧구요 통계 동아리라고 해서 마냥 이과만 있는 게 아니라 08은 나름 메디컬부터 문과 대장 듀오까지 있습니다 많이 사랑해 주세요,오량인 (222.114) 2026.01.04 22:30:10 스크랩 조회 537 추천 7 댓글 5,7,537,2026.01.04 22:30:10,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13507&page=18
13506,[열람주의❗],엘살바도로 병신글 작작 싸라,니 09 굿윌 누구인거 다 안다 맨날 근첩 드립 치지말고 좀 얌전히 있어,오량인 (183.107) 2026.01.04 22:19:33 스크랩 조회 579 추천 14 댓글 6,14,579,2026.01.04 22:19:33,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13506&page=18
13505,[일반],2학년 5반 2학년 7반,왜 이과반 담임은 대신고고트국어쌤이시고 왜 문과반 담임은 그 사람일까 왜일까 무슨 이유일까,오량인 (58.78) 2026.01.04 18:42:50 스크랩 조회 750 추천 20 댓글 2,20,750,2026.01.04 18:42:50,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13505&page=18
13504,[열람주의❗],07 3대 장애 각각 대학 어디감?,07들은 이름만 들어도 경악하고 운지한다는 ㄱㅇㅈ ㅅㅅㅈ ㅂㅎㅈ 얘네 대학 어디어디감? ㅂㅎㅈ는 가천대라 들었던거같은데,오량인 (106.101) 2026.01.04 01:21:10 스크랩 조회 3625 추천 3 댓글 9,3,3625,2026.01.04 01:21:10,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13504&page=18
13503,[일반],수학,수1 수2 미적분 확통 기하를 한 학년에 끝나는 학교가 여기있네 시발 차라리 5층 유배를 보내주십쇼,오량인 (210.117) 2026.01.04 00:23:22 스크랩 조회 475 추천 2 댓글 3,2,475,2026.01.04 00:23:22,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13503&page=18
13502,[일반],삶과 종교 학원 추천,온누리 교회 ->내가 여기 다니는데 종교 1등급 놓친 적이 없다 - dc official App,El_Salvador 2026.01.03 22:04:29 스크랩 조회 588 추천 16 댓글 2,16,588,2026.01.03 22:04:29,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13502&page=18
13500,[일반],09 동아리 모집,09 동아리 모집 언제 하니,오량인 (59.26) 2026.01.03 20:04:41 스크랩 조회 381 추천 0 댓글 1,0,381,2026.01.03 20:04:41,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13500&page=18
13499,[일반],대신고에서 5대 goat 쌤은 누구임?,그렇게 생각하는 이유랑,오량인 (175.223) 2026.01.03 17:08:09 스크랩 조회 808 추천 1 댓글 5,1,808,2026.01.03 17:08:09,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13499&page=18
13497,[일반],코팅을 어느 정도해야 잘하는 건가요?,10인데 코딩읕 배우고 있긴 한데 어려우면서도 재밌네요. 학교에서 많이 쓰나요? 잘하는 선배님은 어느 정도인가요? 그리고 코딩 특화 동아리에 들어가려면 실기시험 보나요?,오량인 (211.235) 2026.01.03 00:38:51 스크랩 조회 569 추천 3 댓글 7,3,569,2026.01.03 00:38:51,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13497&page=18
13498,[일반],10들 궁금한거 오픈챗 줄테니 물어보셈,https://open.kakao.com/o/s8BkAfHe 클라우드링님의 오픈프로필 클라우드링님의 오픈프로필 open.kakao.com 본인 cloud -> 파인더 -> 액트 오만추 회장 이정도면 해볼거 다 해봤다고 생각하니 편하게 물어보셈 - dc official App,CloudR 2026.01.03 13:58:01 스크랩 조회 534 추천 4 댓글 6,4,534,2026.01.03 13:58:01,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13498&page=18
13494,[일반],쌰갈,아침봉사 봉사시간 언제주냐,오량인 (211.230) 2026.01.02 22:31:38 스크랩 조회 312 추천 0 댓글 0,0,312,2026.01.02 22:31:38,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13494&page=19
13489,[일반],스테미너스 07인데,파액스라니 이게 웬일이냐 고맙다,오량인 (125.138) 2026.01.01 23:18:16 스크랩 조회 563 추천 6 댓글 5,6,563,2026.01.01 23:18:16,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13489&page=19
13492,[일반],대신고 제일 joat 쌤은? 이유와 함께,애초에 선생의 범주라고 볼 수가 없는 옥탑방의 유배 전설은 제외하고 눈치껏 한번 남겨봐라ㅋㅋㅋㅋㅋㅋㅋㅋ,오량인 (39.119) 2026.01.02 20:43:55 스크랩 조회 702 추천 5 댓글 4,5,702,2026.01.02 20:43:55,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13492&page=19
13491,[일반],국어학원,지금 10인데 계속 둔산동 김한춘 다니고있는데 김한춘에서 대신고 시험준비하는거 괜찮을까요? 비추천하면 다른 학원좀 알러주십쇼,오량인 (211.213) 2026.01.02 16:21:53 스크랩 조회 585 추천 2 댓글 6,2,585,2026.01.02 16:21:53,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13491&page=19
13496,[일반],파인더,파인더의 유일한 단점은? - dc official App,오량인 (122.37) 2026.01.03 00:07:23 스크랩 조회 502 추천 0 댓글 7,0,502,2026.01.03 00:07:23,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13496&page=19
13493,[일반],대신고 5층으로 올라가버릴거같노,,오량인 (1.227) 2026.01.02 21:36:26 스크랩 조회 508 추천 2 댓글 1,2,508,2026.01.02 21:36:26,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13493&page=19
13495,[일반],대신고 생명,막전위나 유전같은거 빡빡하게 내셨나요? 킬러가 두 단원인데 유전이 빠졌으니... 막전위 많이 내시나요,. (223.39) 2026.01.02 23:41:41 스크랩 조회 355 추천 0 댓글 0,0,355,2026.01.02 23:41:41,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13495&page=19
13488,[일반],넷플릭스 추천작2,하우스 오브 카드 2기 까지는 무조건 봐야됨 레전드 띵작임 - dc official App,El_Salvador 2026.01.01 22:03:45 스크랩 조회 459 추천 1 댓글 3,1,459,2026.01.01 22:03:45,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13488&page=19
13483,[일반],새해 기념 버거,알아서 잘 - dc official App,CloudR 2026.01.01 19:50:21 스크랩 조회 298 추천 3 댓글 4,3,298,2026.01.01 19:50:21,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13483&page=19
13486,[일반],10을 위한 개고트 동아리 추천,닥치고 아트 앤 디자인 진짜 무조건 가라 담당쌤부터가 사람의 범주를 아득히 넘 어선 ㄹㅈㄷ 동아리다 대신고 사람이면 절대 모를수가 없을거다,오량인 (211.244) 2026.01.01 21:45:12 스크랩 조회 727 추천 25 댓글 2,25,727,2026.01.01 21:45:12,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13486&page=19
13484,[일반],아래 09글 뭣같이 못쓰네 08이 다시 정리한다,"평가기준: 담당 선생님 역량, 역대 실적 파액스 고정임 걍 대신고 최고의 동아리. 담당쌤이 2명씩인 것부터 힘을 주고 있는게 느껴짐. 저 중에서도 파인더가 압도적으로 좋음ㅇㅇ 걍 이과를 넘어서 문과든 예체능이든 파인더 들어가면 해결됨.(근데 스테미너스 1학년 생기부를 2학년이 쓴다는 소문이 있음) 크리는 09회장단 괜찮고 08회장단 인성 이슈와는 별개로 항상 좋은 역량과 활동을 보여준 동아리임. 플컴은 정말 좋은 동아리임. 신생인 2024년에도 우수 동아리에 당당히 들어갔고, 행사도 1년에 여러번 여는 걸로 기억함. 운영진 하는 거 좋아하면 좋은 동아리다. 09 회장단도 ㅆㅅㅌㅊ고 담당쌤도 ㅇㅅㅁ 쌤으로 생기부 걱정 할 필요가 없지. 문이과 없이 들어갈 수 있다면 강추함ㅇㅇ 날샘: 농생명이면 입 다물고 들어가면 되는 동아리이고 하드웨어 소프트웨어는 굳이...? 일단 2025년은 부회장이 모든 업무를 다 보는 이슈로 평가가 떨어진 만큼 차기 회장단에 따라 명예를 회복할 가능성이 있어 보임. 건축은 공디랑 세움으로 나눠짐. 일단 현재 평가는 공디가 우위고 ㅇㅌㅎ쌤의 열정으로 좋은 활동이 끊길 리 없는 동아리 ㅇㅇ 걍 건축이면 닥치고 공디 가라. 그렇다고 세움이 안좋은 동아리냐? 그것도 아님. 세움도 훌륭한 동아리로 대신고에 건축 진로가 많은 이유 중 하나가 네임드 건축 동아리가 잘 갖춰져 있어라고 생각함. 다만 두 동아리의 성격적 차이가 잇다면 공디는 직접 나무 잘라서 이것저것 만들고 실습 위주라면(물론 고생하면 그만큼 좋은 생기부가 나옴) 세움은 실습 쪽으로는 빈약한 모습을 보이긴 함. 문과 쪽은 잘 모르지만 일단 원프레스가 탑이라고 알고 있음. 매년 신문을 내는 만큼 전교권의 영향력을 가진 좋은 동아리임 뮤테랑 캡슐은 자과 투탑인데 나는 뮤테=캡슐이라고 봄. 다만 그 방식이 좀 다름. 뮤테는 내신에 투자해서 입결을 올리고 캡슐은 그만큼 활동으로 커버하는 타입. 둘 다 09멤버(뮤테 전교 1등, 캡슐 차기 회장 활동 ㅆㅅㅌㅊ)가 좋아서 전망도 좋고. 쌤은 개인적으로 캡슐ㅇㄷㅎ쌤이 더 좋다고 생각함. 근데 입결은 내신 이슈로 뮤테가 높을 수밖에 없음. 추가로 캡슐 생명 부서가 없어진다는 소문이 있던데 그러면 생명은 확실하게 뮤테, 화학은 확실하게 캡슐 쪽으로 가면 될 듯ㅇㅇ 오독토<<숨은 맛집인데 이름과 다르게 건축, 에너지 등 공학 계열도 강세를 보이는 동아리로(물론 문과에게도 좋음) 행사를 1년에 2번씩이나 개최하기에 운영진 관심 있으면 생기부 챙기기 달달함. 담당쌤 ㅅㅇㅂ 선생님이 대신고 전체에서 손꼽히는 GOAT임+대신고 내에서 독서의 중요성이 점점 강조되는 상황으로 차기 회장단이 평타만 쳐도 입지는 더 올라갈 것으로 예상됨. 클라우드(메인) 담당쌤 ㄱㅅㄱ선생님이 생기부 ㅅㅌㅊ여서 들어가면 낫배드임. 오히려 글에서 낫배드라고 나온 법정은 ㅈㅌㅈ 버프로 ㅅㅌㅊ임. 평타의 기준이 뭔지 대체 모르겠지만 아멘은 오히려 활동 찾아서 안하면 평타 미만이고, 오히려 시키는 것만 해도 평타(또는 그 이상) 나오는 동아리는 라이프니츠가 있음. 통계 및 데이터 분석 동아리로 담당쌤이 진로진학 2대장 ㄱㅅㅎ쌤인 만큼 숨만 쉬어도 좋은 생기부가 나올 거임 싱귤레러티가 왜 마지노선인지 모르겠음. 08회장이 08사이에서도 존나 까이는 개ㅂㅅ인데 09도 저대로 가면 ㅈ될 거임. 아마 글쓴이가 여기 소속으로 추정. 퓨징은 절대 들어가지 마라 ㅂㅅㅎ ㅂㅅㅎ할 때 그 ㅂㅅㅎ이 여기 ㅂㅅㅎ이다. 글쓴이가 올려치기했네 모델로지아, 프라임: 애매함 아트앤디자인<< 좋은 동아리라는 거 다 블러핑이고 들어가면 안되는 동아리다. 그냥 아무도 관심을 안줘서 터뜨려버려야 하는 동아리임. 그럼 미술 계열은 어디를 가냐? 크리에이터 아트워커 부서도 잘 되어있고 한땀이라는 의류 동아리도 있다.",오량인 (39.7) 2026.01.01 20:04:55 스크랩 조회 1307 추천 26 댓글 7,26,1307,2026.01.01 20:04:55,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13484&page=19
13479,[일반],궁금한게,파액굿 파액스 왜 3대장마냥 동아리 3개만 언급되노 파액스날이나 이렇게 4개는 안되는거노?,오량인 (211.230) 2026.01.01 13:44:01 스크랩 조회 287 추천 0 댓글 7,0,287,2026.01.01 13:44:01,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13479&page=19
13482,[일반],입시 질문,보통 이과 선배님들은 내신 3초반 나오면 수시 6장 어떻게 쓰시나요? 과기원도 쓰시나요?,. (223.39) 2026.01.01 18:14:49 스크랩 조회 285 추천 0 댓글 1,0,285,2026.01.01 18:14:49,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13482&page=19
13481,[일반],10들을 위한 09의 동아리 추천(이과),"파인더:대신고의 횔동 goat동아리로서 일단 진학 고트이신 ㅎㅈㅅ쌤이 들어가계심 (생기부 조오오오오오오ㅗ오오오오오오옹ㄴ나 잘써줌)들어가면 각종 대회우승 or TMD 상 그런것들을 휩쓰는 친구들이 들어가있는 동아리 최근에는 장관상까지 1학년 파인더 전체가 아무것도 안했는데 받았다고 들었음. 대신 코딩못하면 떨어질 생각하셈(SW)  1차는 동아리 지원서를 길게쓰면 붙음. 근데 무조건 실력파라 실력을 최우선적으로 보기때문에 너네가 만약 실력이 딸리고 배경지식이 딸리면 면접가서 개 ㅄ취급,면접관들한테 개털리고 질질짜거나 반가서 파인더 면접 ㅈ같이 본다고 할게 뻔하니까 자신이 없으면 지원하지마라 여긴 최고만 뽑음. 액트:현 1학년 진로진학쌤 ㅅㅎㅊ쌤의 동아리 생기부 고트(수학 생기부 야르~) 여기도 들어가면 활동버스나 그런거 탈 수 있음. 대신 코딩못하면 떨어질 생각하셈(SW) 여긴 2025때 파인더 버리고 액트간애들이 생각보다 많아서 좀 더 떡상했음.(이미 고트긴함ㅇㅇㅋㅋ) 일단 길게쓰면 1차는 붙고 2차도 배경지식 최대한 남발하고 아는거 많다고 해라. 스테미너스:ㄱㅌㅎ쌤의 동아리 열정이 있으셔서 열심히 한다고 들었음.여긴 신생동아리였다가 ㅈㄴ급부상해서 2024 동아리순위 2등 2025는 뽑지 않아서 모르겠노. 일단 아웃풋 ㅈ됨. 최근에도 선배들이 생기부봐주고 그런것들이 잘되어있고 내 친구가 여기라 아는데 각종대회 공지 많이올라오고 개인탐구보고서였나 그게 존재해서 동아리 활동으로 자율,진로 얻을게 많다고 들었음. 또한 09들 사이에서 인식 좋은 동아리(여긴 코딩 못해도 해볼만함ㅇㅇ) - 2025기준 열심히 하는 애들로만 구성됨. 아마 내년에도 열심히 하는 애들만 뽑을거같은데 지원서 최대한 길게써서 내는거 추천함. -----------------여기까지 내 기준 이과 TOP3------------------------------------------------------------------------------------------------------------------------------ 크리에이터:여긴 너네 1학년 짱이신 ㄱㅊㄱ쌤의 동아리 현 2학년 회장이 내가 봐도 개 ㅄ이였어가지고 모르겠는데 09들 사이에선 꽤 좋은 동아리라고 인식됨. 아마 회장단 바뀌고 09들이 잘해줄거라고 믿음. 각종대회 많이나감. 로봇대회나 대학교 관련 대회 많이나감. 대회 많이 나가고 싶으면 여기 적극 ㅊㅊ 날샘: 여기도 좋음. 일단 근데 쌤이 시키는거 위주로 돌아감. 만약 너희가 개인플에 익숙하다 너네가 하고싶은게 있다. 그러면 비추긴함ㅇㅇ 쌤말 안 듣고 활동도 안하면 쫌 찍히니까 그건 좀 걱정하고ㅇㅇ 대신 정해진 커리큘럼만 따라가도 낫베드임 화학,생명 동아리 같지만 SW부서가 존재한다는게 놀라움ㅋㅋ 플컴:여기도 내가 알기론 이과,문과 융합이라 이과가 존재하는걸로앎. ㅇㅅㅁ,ㅇㅈㅅ,ㅇㄹㅇㅎ 크흠;; 장난이고 활동 열심히하고 싶다 PPT잘 만들고 싶다. 행사 운영에 관심이 있다면 적극추천 그리고 학생회 부장,차장 이런거 플컴이 인원수대비 가장 많은듯? SW잘하면 이제 ㅇㄹㅇㅎ마냥 SW개발자로 참여할 수 있을듯 산출물 ㅈㄴ만들어야 될거임. 소수정예 느낌이 강함. 뮤테이션:활동은 지는데 일단 캡슐보단 나음.(아웃풋 대신고 1등) 지원해라ㅋ 일단 대신고 전교1등 ㅇㅅㅈ이 있다\ 굿윌:난 내년부터 굿윌이 다시 딛고 올라갈거라고 믿는다. 원래는 항상 파액굿이였음. (현재는 굿윌이 내려가고 스테가 올라옴.) 근데 2025에 학폭터지고 그냥 개 ㅈ돼버림. 그래도 그 이전에는 진짜 좋은 동아리였고 다시 올라갈거라고 난 믿는중임. 여기는 다시 올라갈 가능성이 충분히 있다고 생각함. - 근데 굿윌은 2025때 다른동아리보다 지원인원이 많이 딸려서 30명정도만 지원한걸로 알고있긴한데 모르겠노. -------------여기까지 좋은 이과 동아리--------------------------------------------------------------------------------------------------------------------------- 캡슐:여기는 들어가면 평타이상인 동아리임. 뭐하는지는 잘 모르겠는데 열심히 하셔(걍 평타) 아멘:들어가면 평타 클라우드:갠적으로 아멘이랑 비슷한데 잘 모르겠노(안좋은 동아리는 절대절대아님) +메인:아마 내년에는 클라우드랑 통합되는걸로앎.(여기도 마지노선 아래인데 클라우드랑 통합돼서 상관없을듯) 법정(링크?-이름 ㅄ같노): 이과에 법정이 왜끼나 할건데 내년부터 이과한다고함 많관부. 참고로 현 전교부회장이 법정임. 그리고 법정회장이 존나 철학에 미친놈이긴한데 내가 알기론 ㅈㄴ 성실하고 괜찮은 친구로 알고있음. 이과도 소수 존재하는걸로앎. 참고로 담당쌤 ㅈㅌㅈ쌤인데 낫베드임. 싱귤러리티:딱 여기가 내 기준 평타,중간동아리 마지노선 ㅅㅇㄱ선생님이 체육쌤이긴 한데. 열심히 하심 대신에 동아리원들마다 편차가 좀 심한걸로앎. -------------------마지노선--------------------------------------------------------------------------------------------------------------------------------- 그 아래 ㅄ들(여긴 들어가면 ㅈ된다라고 판단됨. - 09기준 정상적인 ㅅㄲ를 1명제외하고 못봄. 물론 그 친구는 내년에 다른동아리로 이적한다고함.) 퓨싱사이언스(퓨싱인지 퍼싱인지는 알빠아님) 메디컬사이언스 걍 뒤에 사이언스 들어간건 걸러라 미들:얘들아 안녕~(쌤은 착함) SNL:넌 나가라 그냥 싸이빌x -> 씨이발 걸러라 여기서도 굳이 순위 정하자면 퓨싱=싸이빌 >> 미들 > 메사 >>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>> SNL 번외)아트엔디자인:시발 고트고트고트고트고트고트고트고트고트고트고트 지원해라 난 갠적으로 여기 회장 응원한다 내가 막 엄청 많이 알고있는건 아닌데 그래도 아는대로 함 써봄ㅇㅇ.",오량인 (220.83) 2026.01.01 16:41:00 스크랩 조회 1347 추천 11 댓글 17,11,1347,2026.01.01 16:41:00,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13481&page=19
13487,[일반],너무 이과 동아리만 알려주는거 같아서,졸업하는 김에 문과 동아리 추천하고 간다 1. 원프레스 자타공인 문과 탑 동아리임 신문인 만큼 여러 분야를 아우를 수 있는 고트 동아리 2. 굿윌 올해 많은 사건이 있어서 파액굿 시절의 명성은 개운지했었으나 회장단도 바 뀌었고 충분히 주가 올라갈 가능성이 높다고 본다 3. 법정 스카이 3관왕 문과 씹고트 ㄴㅅㅁ의 나와바리 09 후배한테 들어보니까 올해 이름 바뀐다고 하네? 솔직히 법학이면 무조건 가는게 맞다고 보고 08 회장이 말이 많다고 듣긴 했는데 그럼에도 불구하고 항상 활동 결과는 좋게 나온 동아리임 추천함 4. 도일 여기도 ㄱㅊ은 동아리 법학 진로건 다른 진로건 차선책으로 가기 좋은 동아리 5. 플컴 08 후배들 말 들어보니까 좋은거같음 행사 운영도 많고 담당쌤도 좋은거 같으니 개고트인거같음 6. 디시엔 여기도 문과 씹고트 동아리 일 많은게 약간 흠이긴 한데 개씹고트가 맞으니까 가라 추천한다 7. 오독토 알짜베기 동아리임 활동도 많고 담당쌤 평가도 좋음 나머지는 내가 졸업하는 사람이라 귀찮기도 하고 잘 몰라서 안씀 동아리 특징 정리한 글 많으니까 찾아가면서 여러 말 듣고 자기한테 맞는 동아리 잘 결정하길 바람ㅇㅇ,오량인 (1.227) 2026.01.01 21:58:32 스크랩 조회 764 추천 3 댓글 19,3,764,2026.01.01 21:58:32,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13487&page=19
13480,[일반],음식 기프티콘 뿌린다,물론 츄파춥스 ㅇㅇ - dc official App,El_Salvador 2026.01.01 14:44:59 스크랩 조회 472 추천 4 댓글 1,4,472,2026.01.01 14:44:59,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13480&page=19
13472,[일반],ㅂㅅㅎㅋㅋㅋㅋㅋㅋㅋ,애들한테 3학년 교실에 쓰레기 짬처리하라고 시키다 ㅇㅅㄷ한테 걸려서 쿠사리 처먹기ㅋㅋㅋㅋㅋㅋ 2학년 다른 반들도 3학년에 대충 눈치껏 버리고 모르쇠하던데 지도 하고 싶었는지 막차 타다가 지만 걸리고 2학년 선생 평 개운지 시키노ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 역시 화학은 ㅇㄷㅎ가 인성도 수업도 개고트다,오량인 (1.227) 2025.12.31 13:15:05 스크랩 조회 805 추천 18 댓글 2,18,805,2025.12.31 13:15:05,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13472&page=19
